mp_id,formula,bandgap_eV,nsites,density_g_per_cm3,volume_per_atom_A3,spacegroup_number,crystal_system,nelements
mp-556255,K3V3(AsO7)2,2.9011,88,3.1178,15.5893,62,Orthorhombic,4
mp-557042,MnP4O11,4.5053,64,2.6892,13.6938,14,Monoclinic,3
mp-558063,KCu(BiS2)2,0.7214,16,5.2889,25.4655,36,Orthorhombic,4
mp-23778,H4CN2O,5.0712,16,1.3908,8.9627,113,Tetragonal,4
mp-9157,K3AlO3,2.8977,14,2.6496,17.2144,12,Monoclinic,3
mp-1209620,Rb2Mg2(SO4)3,5.6159,76,3.2252,13.7586,198,Cubic,4
mp-560847,Nb2TlPS10,1.3449,28,3.4724,25.339,7,Monoclinic,4
mp-654301,Nb5P7O30,2.585,84,3.1876,14.4044,15,Monoclinic,3
mp-978990,Tl2(IO3)3,1.9192,28,6.3775,17.361,2,Triclinic,3
mp-2458827,TePdI2,0.3673,8,5.7208,35.3997,2,Triclinic,3
mp-1006885,KNdS2,2.2595,4,3.6886,27.8516,166,Trigonal,3
mp-567524,K3Ga3As4,0.8722,40,3.8982,26.6727,52,Orthorhombic,3
mp-1227140,CaSmMgNbO6,3.582,20,5.3875,12.4411,7,Monoclinic,5
mp-1211836,K8Zr6BeBr20,0.9222,35,3.5716,32.7734,225,Cubic,4
mp-1200510,NaAl6Sb7(TeCl3)8,1.4978,92,3.2075,32.7378,2,Triclinic,5
mp-1102055,LaAs2,0.184,12,6.2738,25.475,14,Monoclinic,2
mp-12954,CuBS2,1.7425,8,4.0971,14.032,122,Tetragonal,3
mp-560653,RbNaLi6(SiO4)2,4.7495,36,2.7874,11.063,12,Monoclinic,5
mp-669309,CsY10(C2I9)2,0.217,33,4.7656,35.4171,2,Triclinic,4
mp-23366,Rb2CoBr4,0.7445,28,3.6882,35.3418,62,Orthorhombic,3
mp-558555,LiFe(SeO3)2,2.6596,40,3.5195,14.9423,122,Tetragonal,4
mp-1095273,BaGdCuTe3,0.5031,12,6.3637,32.2224,63,Orthorhombic,4
mp-643451,BaMg2H8Ru,1.9107,24,3.6698,11.1262,131,Tetragonal,4
mp-23225,BBr3,3.8273,8,3.1609,32.9027,176,Hexagonal,2
mp-545482,PdSeO3,1.0589,10,5.0106,15.4685,11,Monoclinic,3
mp-864982,DyBr3,3.0029,8,4.1515,40.2196,194,Hexagonal,2
mp-1110610,Rb2CrAgF6,3.0253,10,4.3676,16.9108,225,Cubic,4
mp-1110871,K2CuBiCl6,1.1617,10,3.2643,28.6622,225,Cubic,4
mp-1222018,Mn2Cr3FeO8,1.7368,14,4.6669,11.4293,166,Trigonal,4
mp-2490654,MnV2O6,1.8524,18,3.3012,14.1301,12,Monoclinic,3
mp-16903,SrSbF5,4.7617,28,4.7002,15.3616,57,Orthorhombic,3
mp-1041241,CaHo(MoO3)2,1.3182,20,6.4307,12.7273,7,Monoclinic,4
mp-27154,Rb2CrF5,3.4227,32,4.1143,16.0395,62,Orthorhombic,3
mp-9205,KSeO2F,3.3338,10,2.8297,19.8415,11,Monoclinic,4
mp-1216448,YH18(BrO6)3,4.4716,80,2.5106,10.4958,186,Hexagonal,4
mp-557135,VAgSeO5,0.9513,32,4.8843,13.5041,57,Orthorhombic,4
mp-17612,Ba2SiO4,4.6319,28,5.3767,16.1806,62,Orthorhombic,3
mp-1205877,CsTlO,1.3911,6,6.8234,28.6588,12,Monoclinic,3
mp-17493,Be3Cd4Si3SO12,0.9984,46,4.1559,13.6373,218,Cubic,5
mp-1208030,U3Ni3Bi4,0.0349,20,12.9896,22.0656,220,Cubic,3
mp-644264,Ca4Mg4Fe3H22,1.5845,33,2.4856,9.0541,215,Cubic,4
mp-1099253,Mg3NiO4,3.2945,16,4.4065,9.214,221,Cubic,3
mp-555215,Mg2Mn(PO4)2,3.5063,52,2.9789,12.5848,14,Monoclinic,4
mp-1219576,RbNbTeO6,2.2745,18,4.6919,15.8069,74,Orthorhombic,4
mp-510226,U2CuAs2(H4O5)4,1.1269,82,3.7505,11.0748,85,Tetragonal,5
mp-14444,Hf(PS3)2,2.3179,18,2.9058,27.4821,43,Orthorhombic,3
mp-540940,Ti(TlSe)4,2.1386,36,6.8499,31.8172,14,Monoclinic,3
mp-1213395,CsLa(TaBr3)6,1.3172,52,5.6837,31.4155,163,Trigonal,4
mp-1112663,Cs2LiYI6,3.0085,10,4.3382,42.988,225,Cubic,4
mp-13551,ScTeO3F,3.2415,48,4.347,15.2515,52,Orthorhombic,4
mp-1114119,Rb2NaScI6,2.2079,10,3.8964,42.6301,225,Cubic,4
mp-1207399,Zr3Tl2(CuSe4)2,0.3182,15,6.2987,25.3298,12,Monoclinic,4
mp-1020016,Li4Ca2Mg(SiN3)2,3.2799,15,2.7624,10.9179,12,Monoclinic,5
mp-36111,LiMgP,1.7113,3,1.935,17.7978,216,Cubic,3
mp-1225650,Er4Zr3O12,4.1461,19,7.6767,12.9182,2,Triclinic,3
mp-1190564,BiPO4,3.7758,24,6.8679,12.2484,14,Monoclinic,3
mp-559878,K2Na2IrO4,0.3121,36,4.2192,16.6342,14,Monoclinic,4
mp-19362,KFe(MoO4)2,2.4118,24,3.5141,16.3347,164,Trigonal,4
mp-780263,Ba2GeO4,3.7979,84,5.4508,17.8996,33,Orthorhombic,3
mp-759962,PH5NO3F,5.5395,88,1.9336,9.1354,14,Monoclinic,5
mp-1195778,K2Mn3(AsO4)3,0.6157,40,4.2412,12.9157,15,Monoclinic,4
mp-18751,Mn2ZnO4,0.7287,14,5.2512,10.8095,141,Tetragonal,3
mp-19037,K2W2O7,2.4361,22,5.7729,14.5881,14,Monoclinic,3
mp-560242,NaMnF3,2.7474,20,3.5897,12.4825,62,Orthorhombic,3
mp-1211168,Li4Be3P3IO12,5.3771,46,2.7649,12.1846,218,Cubic,5
mp-1232181,Pm2Se3,0.4855,20,6.6361,26.3682,62,Orthorhombic,2
mp-755100,Cs2NiO2,2.6343,5,4.4936,26.3477,139,Tetragonal,3
mp-1209868,Nd(TmS2)3,1.0206,20,6.1231,22.8733,11,Monoclinic,3
mp-1211290,La3Ta(Cl3O2)2,3.5677,28,4.9369,21.0073,176,Hexagonal,4
mp-8014,RbRuF6,1.1801,8,3.8772,16.0891,166,Trigonal,3
mp-27811,Li2Te2O5,3.5092,36,4.6488,13.8544,14,Monoclinic,3
mp-1189585,NdCrTeO6,2.7114,18,5.7398,13.4954,163,Trigonal,4
mp-1219606,RbSbMoO6,2.4282,18,4.6672,15.7798,46,Orthorhombic,4
mp-989639,Cs2KInF6,5.4629,10,4.1971,21.1158,225,Cubic,4
mp-28211,IrS3Cl11,1.8369,60,2.7509,27.3003,14,Monoclinic,3
mp-1208755,Sr2SmBiO6,1.8088,20,6.6257,15.8035,14,Monoclinic,4
mp-541638,K2(ReS2)3,1.4696,44,5.6877,22.0082,15,Monoclinic,3
mp-17642,RbUCrO6,1.5963,36,5.0286,17.2993,14,Monoclinic,4
mp-24536,CoP2(H4O5)2,2.448,42,2.4722,9.2415,14,Monoclinic,4
mp-1209295,RbBi3F10,4.3868,28,6.9604,15.3773,225,Cubic,3
mp-7943,LiAs,0.3285,16,3.784,17.9618,14,Monoclinic,2
mp-1080679,LiTaF6,5.9035,8,4.7859,13.0926,148,Trigonal,3
mp-2530,Li2Te,2.4914,3,3.4003,23.0309,225,Cubic,2
mp-1195087,Tl4PbSe3,0.2813,32,8.7556,29.9088,130,Tetragonal,3
mp-6759,BaGa2(SiO4)2,4.1576,52,3.8477,15.302,15,Monoclinic,4
mp-554787,RbMoIO6,2.6081,36,4.3608,17.1061,33,Orthorhombic,4
mp-1198003,NaAu(S2O7)2,1.7895,40,2.9788,15.949,14,Monoclinic,4
mp-1206598,BaThN2,0.4358,8,8.336,19.7897,194,Hexagonal,3
mp-1213022,ErRhO3,0.9642,20,9.4587,11.1712,62,Orthorhombic,3
mp-1203135,CuTe2PbO7,0.1653,44,6.7905,14.1819,57,Orthorhombic,4
mp-441,Rb2Te,1.8766,3,3.159,52.309,225,Cubic,2
mp-559637,Dy(IO3)3,3.4152,52,5.8868,14.9113,14,Monoclinic,3
mp-23844,HgHOF,1.4591,16,7.1798,13.6799,19,Orthorhombic,4
mp-1101266,Tm2TeO2,0.442,10,9.1793,17.9984,194,Hexagonal,3
mp-1226548,CsSiSbO5,2.1917,64,4.5426,16.5752,40,Orthorhombic,4
mp-29366,PWO5,1.8574,28,4.9642,14.088,33,Orthorhombic,3
mp-7808,BaP3,0.5735,8,3.7883,25.2315,12,Monoclinic,2
mp-567681,CsPbBr3,2.8808,20,5.0068,38.4604,62,Orthorhombic,3
mp-6044,Sr6B(PO4)5,4.8124,64,3.6947,14.2047,120,Tetragonal,4
mp-581114,Cs2YSi4O10F,4.9387,144,3.4613,17.2188,62,Orthorhombic,5
mp-1078409,Ba2LaBiO6,1.8278,10,6.755,17.6633,12,Monoclinic,4
mp-1217035,Tl2Mo2P2O11,2.2967,68,5.2632,15.5631,4,Monoclinic,4
mp-23265,GdCl3,2.0054,8,4.4597,24.538,176,Hexagonal,2
mp-1568,K3P11,1.9674,56,1.955,27.7874,60,Orthorhombic,2
mp-27003,Li3Mo2(PO4)3,3.9347,40,3.3294,12.4094,148,Trigonal,4
mp-1194539,Al2Ag2Bi2S3Cl8,1.9032,34,3.6539,28.537,190,Hexagonal,5
mp-561447,K3AlB8O15,5.217,108,2.0212,14.3243,14,Monoclinic,4
mp-561072,Sr2DySbO6,3.6641,20,6.3724,14.4754,14,Monoclinic,4
mp-1819,SbO2,2.0288,12,6.6456,12.8067,15,Monoclinic,2
mp-21331,K2RbGdV2O8,3.3892,14,3.6517,17.8903,164,Trigonal,5
mp-28555,RbSF5,4.7124,28,3.1343,16.0849,62,Orthorhombic,3
mp-23984,GaH18C3(N3F2)3,4.9759,296,1.678,9.7344,205,Cubic,5
mp-29062,ThZr2F12,5.5089,30,5.1908,13.7018,12,Monoclinic,3
mp-8333,RbNaSnF6,5.1482,72,3.6351,17.3158,60,Orthorhombic,4
mp-28535,Ca2Se3O8,3.433,26,3.7773,15.0494,2,Triclinic,3
mp-4326,KErS2,2.3727,4,4.4487,25.2408,166,Trigonal,3
mp-685352,Ca2NF,1.1658,96,2.9388,15.9851,8,Monoclinic,3
mp-1228681,Ba7Sr5(MoN4)4,2.0781,64,5.1772,20.1191,4,Monoclinic,4
mp-1101765,BiRhSe,0.238,12,10.1732,21.2655,198,Cubic,3
mp-1204162,Ba2YFeO5,2.8847,36,5.2926,17.4095,14,Monoclinic,4
mp-768150,LiBi3(BrO2)2,2.6714,20,7.1469,19.9279,63,Orthorhombic,4
mp-1193369,TiPb2Se2ClO7F,2.4534,28,5.5471,16.8199,4,Monoclinic,6
mp-862901,PmF3,4.7742,4,7.4711,11.224,139,Tetragonal,2
mp-3924,LiNbO2,1.5795,8,5.6671,9.6582,194,Hexagonal,3
mp-29842,CsReF8,1.7181,20,5.0361,15.5333,129,Tetragonal,3
mp-1202376,FeAgP2O7,1.8448,44,4.1185,12.3764,14,Monoclinic,4
mp-1219290,Sm9Al(SiS7)3,1.9825,68,4.7366,22.0434,146,Trigonal,4
mp-601861,RbInS2,2.4133,32,3.6345,30.2013,15,Monoclinic,3
mp-569282,LiCa10MgSb9,1.2131,84,4.1256,29.2837,136,Tetragonal,4
mp-559160,NaSmSe2O7,3.3052,44,4.8657,13.7523,14,Monoclinic,4
mp-541275,Cs2U(Cl2O)2,2.3217,9,3.9875,31.355,12,Monoclinic,4
mp-559443,NaLi2Mo2P3O14,2.4559,88,3.2003,12.8696,15,Monoclinic,5
mp-549720,NbI2O,0.8426,8,5.271,28.5667,5,Monoclinic,3
mp-555398,K2MgP2WO10,3.4571,64,3.5835,14.7206,1,Triclinic,5
mp-1018138,VI2,1.037,3,4.844,34.8234,164,Trigonal,2
mp-23146,TlZnSClO4,4.3633,32,4.4333,18.7892,14,Monoclinic,5
mp-570193,NaAuCl4,1.6058,96,3.4914,28.6766,14,Monoclinic,3
mp-1213518,CsSi2Mo3P6O25,1.3245,74,3.1328,15.2241,163,Trigonal,5
mp-672273,AlBiCl6,3.7568,32,3.0078,30.9629,14,Monoclinic,3
mp-1181462,DyAgSe2,1.306,16,7.1823,24.755,19,Orthorhombic,3
mp-1705,Sb2O5,0.5057,14,6.6767,11.4944,15,Monoclinic,2
mp-1197137,Nd2Ge(BO4)2,4.4952,52,5.7943,11.2592,60,Orthorhombic,4
mp-1219947,Pr8Br13N3O,3.1333,50,5.1905,28.4607,9,Monoclinic,4
mp-1110614,Rb2AlAgF6,3.2492,10,4.3047,16.1929,225,Cubic,4
mp-655,Na3As,0.064,24,2.4343,24.5384,185,Hexagonal,2
mp-2047197,RbSnCl3,3.5424,10,3.0755,33.5329,161,Trigonal,3
mp-1213727,Cs2(PSe2)3,1.3135,44,3.7214,33.7696,14,Monoclinic,3
mp-505700,KInSe2,1.8437,32,4.0129,32.2598,15,Monoclinic,3
mp-1209288,PrTeAs,0.099,12,6.7913,27.9905,62,Orthorhombic,3
mp-29423,TlFeBr4,0.0359,24,4.6479,34.5266,52,Orthorhombic,3
mp-1198561,Sn15Ru3O14,1.4172,32,7.0036,17.0996,8,Monoclinic,3
mp-5611,BaUO4,2.1144,24,7.4475,16.3269,57,Orthorhombic,3
mp-861957,KNaSmTaO5,3.6034,18,5.7166,15.2789,129,Tetragonal,5
mp-1214991,Cs2ZnSi5O12,4.2057,160,3.2702,16.849,61,Orthorhombic,4
mp-1214215,Ca11AlSb9,1.1766,42,4.1563,29.7488,45,Orthorhombic,3
mp-1113892,KRb2AsF6,4.5539,10,3.356,19.7395,225,Cubic,4
mp-3228,HgSO4,1.3525,12,6.3997,12.8288,31,Orthorhombic,3
mp-6692,Ba2PrSbO6,3.712,10,6.3937,16.4483,148,Trigonal,4
mp-557025,K2SeO4,3.7587,84,2.8799,18.2167,33,Orthorhombic,3
mp-541789,CsGd(CO3)2,2.7456,40,4.591,14.8359,2,Triclinic,4
mp-574426,CsCeCdSe3,0.0184,12,4.9663,34.6795,63,Orthorhombic,4
mp-1212752,EuLuCuS3,0.1897,12,6.5651,20.5159,63,Orthorhombic,4
mp-980659,Tl3BiCl6,2.8585,20,5.6886,30.2081,84,Tetragonal,3
mp-561110,SiPb4(ClO)4,3.5657,52,5.9081,22.9756,14,Monoclinic,4
mp-1197529,SrAu2(SO4)4,1.6783,46,3.7372,16.7262,15,Monoclinic,4
mp-561377,K4Mn3F12,0.84,38,3.2529,14.7551,141,Tetragonal,3
mp-1217271,Th2PNO,1.3129,5,8.9988,19.3777,156,Trigonal,4
mp-560550,BaBi2(B2O5)2,3.4493,68,6.1619,12.0242,14,Monoclinic,4
mp-625152,AlHO2,5.546,16,3.4101,7.3029,62,Orthorhombic,3
mp-1192452,RbNb2PSe10,0.913,28,4.4204,29.2968,7,Monoclinic,4
mp-1211730,K2SmBr5,4.0333,32,4.0625,32.0907,62,Orthorhombic,3
mp-1200432,Ca2Al8PbO15,3.9161,104,3.5863,13.2352,62,Orthorhombic,4
mp-555236,Tm2Te5O13,3.0101,40,6.5674,14.9667,2,Triclinic,3
mp-2400,NaS,1.2348,8,2.094,21.8289,194,Hexagonal,2
mp-1228782,BaMn8O16,0.7729,50,4.9624,11.1473,13,Monoclinic,3
mp-29394,Gd2CCl2,0.4861,5,5.6974,23.1661,164,Trigonal,3
mp-690617,LiMn3Al2(HO2)6,0.7946,24,3.2264,9.0874,12,Monoclinic,5
mp-1197158,Cs3Nb2Se11,0.8621,64,4.2199,35.7372,14,Monoclinic,3
mp-29090,Rb4Au6S5,1.688,30,6.388,29.1833,190,Hexagonal,3
mp-10919,Rb2PtC2,1.1362,5,4.9207,26.3248,164,Trigonal,3
mp-510541,RbGd(WO4)2,1.2857,24,7.1949,14.2015,15,Monoclinic,4
mp-1195626,SrCdB2O5,3.5306,36,4.6657,11.9288,15,Monoclinic,4
mp-20052,LiMnAsO4,1.9316,28,3.9127,12.1742,62,Orthorhombic,4
mp-1211183,LiTm6B3O14,4.8766,96,7.5826,11.6521,14,Monoclinic,4
mp-580541,Cs2NaSmCl6,5.1745,10,3.383,31.997,225,Cubic,4
mp-1173861,Na3Mg4InSi8(O11F)2,4.0872,40,3.132,11.8719,1,Triclinic,6
mp-505457,CaNiAsHO5,2.4759,36,4.1557,11.3082,19,Orthorhombic,5
mp-601348,LuP2H4NO7,5.0683,60,3.411,11.9091,14,Monoclinic,5
mp-559668,Cs2CdBi2S5,1.7309,40,4.9722,31.9438,62,Orthorhombic,4
mp-1194808,KGd(BH4)4,2.4168,44,1.7437,11.0692,14,Monoclinic,4
mp-1298569,KMnSn3O8,0.8739,26,5.5754,13.2458,1,Triclinic,4
mp-16060,AgAuF4,1.0268,12,7.2224,14.5929,140,Tetragonal,3
mp-1194326,CsTmSiS4,2.9693,28,3.9565,27.4714,19,Orthorhombic,4
mp-6983,NaAgO,1.2098,12,4.8045,16.9191,139,Tetragonal,3
mp-1209956,NaTb(Pd3O4)2,0.0207,16,7.9269,12.4174,200,Cubic,4
mp-1019579,CaMg3SiN4,2.4021,72,2.9387,12.3751,88,Tetragonal,4
mp-561375,Pr10S19,0.1936,58,5.0302,22.975,86,Tetragonal,2
mp-1205391,TaSbO4,2.9929,24,7.4372,13.646,52,Orthorhombic,3
mp-557448,Ba2CaUO6,2.1948,20,6.3905,16.8577,14,Monoclinic,4
mp-1209582,Rb2Ni2(SO4)3,4.0383,76,3.718,13.5515,198,Cubic,4
mp-556139,BaZr(PO4)2,4.1588,12,3.8381,15.0882,12,Monoclinic,4
mp-1210463,Na3CuF6,1.2227,20,3.4637,11.8178,14,Monoclinic,3
mp-4609,HfSiO4,5.0221,12,7.0159,10.6732,141,Tetragonal,3
mp-468,AlF3,7.6012,8,3.2644,10.6793,167,Trigonal,2
mp-768368,K4I2O,1.017,7,2.9023,34.8351,139,Tetragonal,3
mp-1214967,Al2Cd3(GeO4)3,2.9874,80,5.7865,11.4945,230,Cubic,4
mp-541000,K3As11,1.5084,56,3.5629,31.3403,60,Orthorhombic,2
mp-1180394,Pr2Hf3(MoO4)9,3.6865,100,4.3717,17.1437,167,Trigonal,4
mp-6539,RbTiPO5,2.7021,64,3.5092,14.4507,33,Orthorhombic,4
mp-17564,Ca5Sb3,0.2412,32,3.7495,31.3146,62,Orthorhombic,2
mp-2713761,Na2Sc3Nb5(PO4)12,1.9543,210,2.8935,14.6346,1,Triclinic,5
mp-1525632,F2,2.8979,4,2.3665,13.3307,64,Orthorhombic,1
mp-996944,Cs2TlInBr6,1.8255,10,4.3011,41.0947,225,Cubic,4
mp-9216,Ca3Tl2O6,1.2047,44,6.6446,14.1993,55,Orthorhombic,3
mp-715584,MoO3,1.8343,16,4.4198,13.5195,7,Monoclinic,2
mp-768906,YBrO,4.4849,6,4.8136,21.2511,129,Tetragonal,3
mp-581443,Cs2UMoO7,1.9356,132,4.9814,21.5698,29,Orthorhombic,4
mp-1205121,CsBi,0.2452,32,5.577,50.8983,14,Monoclinic,2
mp-29593,Re2(PCl8)3,0.0854,116,2.5145,29.9726,135,Tetragonal,3
mp-3486,KSnSb,0.2609,6,4.2052,36.7988,186,Hexagonal,3
mp-2275,UF6,2.7943,28,5.4829,15.2302,62,Orthorhombic,2
mp-8959,CsK2PdF5,1.8661,18,4.1416,18.3769,127,Tetragonal,4
mp-1228228,Al7Cr(Bi2O9)2,2.5541,30,6.0525,12.4811,3,Monoclinic,4
mp-1209379,RbCOF3,6.3606,24,2.9409,16.0426,14,Monoclinic,4
mp-9646,La(PO3)3,4.6293,26,3.4483,13.9215,20,Orthorhombic,3
mp-1208544,Tb2Si4CN6,3.1496,52,5.6376,11.9233,14,Monoclinic,4
mp-5594,Sc2Si2O7,4.2788,11,3.3733,11.5491,12,Monoclinic,3
mp-12442,KAuF6,2.1117,8,4.8926,14.8511,166,Trigonal,3
mp-1193232,Rb2MoSe4,1.0392,28,4.0467,34.1588,62,Orthorhombic,3
mp-8230,Zn(PO3)2,4.6635,18,3.6462,11.302,15,Monoclinic,3
mp-569258,Ta4Se9I8,0.88,84,5.0975,37.9997,33,Orthorhombic,3
mp-755364,NdSeO,0.3371,12,6.6461,19.9215,64,Orthorhombic,3
mp-1103744,CsYZnTe3,1.4051,12,4.9322,37.5967,63,Orthorhombic,4
mp-9366,RbHoS2,2.3355,4,4.8322,27.021,166,Trigonal,3
mp-570902,Pr6RuBr10,0.2138,17,4.7324,36.0293,2,Triclinic,3
mp-560755,CaVBiO5,3.2484,64,5.07,15.5573,61,Orthorhombic,4
mp-27197,Na4As2O7,3.2056,26,3.2137,14.0624,15,Monoclinic,3
mp-1220893,Nb3Sb(PO4)6,1.6892,68,3.2018,14.801,7,Monoclinic,4
mp-23827,Sr7(H6Cl)2,3.8615,21,3.4112,16.1417,174,Hexagonal,3
mp-1203326,Ga2Hg3Cl8,2.489,52,3.9608,33.0504,14,Monoclinic,3
mp-1205078,LiCe(PO3)4,0.3603,36,3.1999,13.3465,15,Monoclinic,4
mp-9855,KHfCuS3,0.757,12,4.8097,21.7121,63,Orthorhombic,4
mp-569766,TeI,0.7871,8,5.1196,41.2742,12,Monoclinic,2
mp-639164,Co7Te4(BrO2)6,2.2401,58,4.8053,18.9984,15,Monoclinic,4
mp-849527,Rb3InO3,2.2405,28,4.4666,22.2648,14,Monoclinic,3
mp-18725,YCrO3,2.4831,20,5.7193,10.969,62,Orthorhombic,3
mp-1207825,Y4MgNi,0.0301,24,4.5428,26.7216,216,Cubic,3
mp-1228348,Ba3Dy2WO9,2.2084,30,7.3042,16.1384,71,Orthorhombic,4
mp-28406,SCl2O,3.6424,16,1.9929,24.7823,14,Monoclinic,3
mp-29662,TlBiSe2,0.2323,4,7.8751,30.1152,166,Trigonal,3
mp-19202,MgCr2O4,3.139,14,4.3718,10.4341,227,Cubic,3
mp-1199029,TlP2HO7,1.9415,44,4.2565,13.4531,14,Monoclinic,4
mp-541899,CsCdBr3,2.901,10,4.5809,35.1637,194,Hexagonal,3
mp-11025,ZnP2,1.4617,24,3.5986,19.5893,96,Tetragonal,2
mp-8281,Ba(CdAs)2,0.1576,5,6.0857,27.9402,164,Trigonal,3
mp-559379,SbTeClO3,3.1556,24,4.7209,19.5107,62,Orthorhombic,4
mp-1078455,Nd2SO6,5.1449,9,5.4783,14.029,121,Tetragonal,3
mp-1102015,ThTlCuSe3,1.7357,12,7.2961,27.9502,63,Orthorhombic,4
mp-3054,Li2CO3,5.0574,12,2.1442,9.5374,15,Monoclinic,3
mp-17516,Ca10P6SeO24,3.7475,41,3.1628,13.4402,147,Trigonal,4
mp-1202893,Th(SO4)2,4.5748,88,4.5754,13.9947,61,Orthorhombic,3
mp-1195594,Ba8Sn4S15,2.0442,216,4.197,30.1046,29,Orthorhombic,3
mp-22903,RbI,3.7765,2,3.5061,50.2911,225,Cubic,2
mp-561672,Cs4IrO4,0.3652,9,5.8398,24.8913,12,Monoclinic,3
mp-1209249,Sm2Hf2(MoO4)7,3.2931,78,4.2813,17.675,15,Monoclinic,4
mp-1173356,PrPaO4,2.7176,12,8.7425,13.8004,141,Tetragonal,3
mp-767114,SnP4O11,4.5708,64,2.5938,16.749,14,Monoclinic,3
mp-6598,K2Cu(PO3)4,0.8983,38,2.7459,14.5652,9,Monoclinic,4
mp-8704,K3SbSe4,1.4318,16,3.5256,32.6695,161,Trigonal,3
mp-2095,Rb2Te3,0.6695,20,4.3932,41.8602,62,Orthorhombic,2
mp-30250,YAgO2,2.4154,8,5.7628,16.48,194,Hexagonal,3
mp-17838,KTb3F10,6.9502,28,6.0455,13.8487,225,Cubic,3
mp-1201710,WS2O9,3.8323,48,3.883,13.9685,14,Monoclinic,3
mp-16035,Gd2TeO2,0.7729,5,7.938,19.8353,139,Tetragonal,3
mp-1211006,LuPtF7,2.2198,36,7.0178,13.2253,14,Monoclinic,3
mp-29863,AsCl3O,2.5284,20,2.6067,25.1348,14,Monoclinic,3
mp-27352,Sr(Ag3O2)2,1.0297,44,7.3209,16.4719,52,Orthorhombic,3
mp-8724,K2TeO3,3.5774,12,3.4989,20.0749,147,Trigonal,3
mp-1023132,K2Cu(ClF)2,0.5853,14,2.7747,21.4286,64,Orthorhombic,4
mp-1080693,Cs2Bi2Pd,0.454,10,6.2649,41.8889,63,Orthorhombic,3
mp-568189,Gd3CuGeSe7,0.7897,24,6.675,24.0614,173,Hexagonal,4
mp-568644,K9InSe7,1.8956,68,2.8908,34.4456,14,Monoclinic,3
mp-24204,CaHI,3.5271,6,3.6889,25.2066,129,Tetragonal,3
mp-627575,K4Zr6CBr18,1.175,29,3.9786,31.0009,2,Triclinic,4
mp-1105566,KLaMnWO6,2.4917,20,6.2442,13.6364,4,Monoclinic,5
mp-558202,Fe2Cu3(SeO3)6,0.2582,58,4.3318,14.0654,14,Monoclinic,4
mp-554518,EuCO3,0.4293,20,5.5094,12.7777,62,Orthorhombic,3
mp-19330,CaMoO4,3.5007,12,4.2688,12.9673,88,Tetragonal,3
mp-560120,Na2Pd(NO3)4,1.7034,38,2.5192,13.8915,14,Monoclinic,4
mp-17685,Li3GaGeO5,3.4933,40,3.6294,11.1261,33,Orthorhombic,4
mp-18710,RbSm2Ag3Se5,1.0496,22,6.2574,26.6481,63,Orthorhombic,4
mp-1195682,Th(As4O9)2,3.6132,54,4.5361,15.1771,15,Monoclinic,3
mp-1209018,Sc2TlCu3S5,1.0489,22,5.2133,18.6844,63,Orthorhombic,4
mp-1193210,Pb3Se2(IO3)2,2.633,26,6.432,22.4272,15,Monoclinic,4
mp-28479,Sc2CCl2,0.8824,5,2.7742,20.6895,164,Trigonal,3
mp-30273,AcClO,4.4451,6,7.1569,21.5355,129,Tetragonal,3
mp-645338,Sm(BO2)3,5.3818,160,4.8679,9.51,62,Orthorhombic,3
mp-568954,Nd3CuGeSe7,1.2228,24,6.1637,25.1811,173,Hexagonal,4
mp-1190517,BaNp(HO2)3,1.4587,22,5.2637,13.5751,2,Triclinic,4
mp-1221310,Na2Sr3As4,0.5439,36,4.1624,26.9739,14,Monoclinic,3
mp-1226003,CoPS,1.1231,12,5.1403,13.134,198,Cubic,3
mp-19360,LuCrO4,0.285,12,6.4938,12.4003,141,Tetragonal,3
mp-557715,Cd(AuF6)2,1.8309,30,5.6537,14.3785,15,Monoclinic,3
mp-4855,Li2SeO4,3.9135,42,2.9989,12.4064,148,Trigonal,3
mp-1198334,Tl2FeH12(SO7)2,3.9101,62,3.4644,11.8255,14,Monoclinic,5
mp-3915,BaHgO2,2.2727,4,6.3022,24.367,166,Trigonal,3
mp-861868,KNaLaTaO5,3.7151,18,5.3636,15.8902,129,Tetragonal,5
mp-2207479,Tm3SbO7,3.7679,22,8.8443,12.6401,63,Orthorhombic,3
mp-558631,Mn3(PO4)2,2.9497,26,3.7911,11.9529,14,Monoclinic,3
mp-1198065,BaMgBO3F,4.1903,168,4.2126,13.4833,9,Monoclinic,5
mp-5913,Pr2Si2O7,5.3706,44,4.8404,14.0335,14,Monoclinic,3
mp-3419,RbAuF4,2.4513,12,5.2478,18.9027,140,Tetragonal,3
mp-1227475,BeTlAsO4,3.6851,28,5.5903,14.9503,33,Orthorhombic,4
mp-555794,NaMg2V3O10,2.8353,32,3.1787,12.5511,2,Triclinic,4
mp-1195654,Ba9U4(Ag5S12)2,0.4032,94,5.5793,25.5596,108,Tetragonal,4
mp-27792,K2S5O16,4.6367,92,2.2874,15.6083,60,Orthorhombic,3
mp-556764,K2UMo(IO6)2,2.2171,72,4.3263,18.2947,14,Monoclinic,5
mp-6453,K3Nd(Si2O5)3,4.3515,100,2.5353,17.5545,55,Orthorhombic,4
mp-1204934,CrAsO4,2.5028,36,4.1324,12.7862,74,Orthorhombic,3
mp-863264,TbI3,2.0929,8,4.0935,54.7264,194,Hexagonal,2
