mp_id,formula,bandgap_eV,nsites,density_g_per_cm3,volume_per_atom_A3,spacegroup_number,crystal_system,nelements
mp-706400,BaP2(HO2)4,5.801,60,3.0966,11.8438,56,Orthorhombic,4
mp-552,Th3Sb4,0.0382,14,9.2731,30.2669,220,Cubic,2
mp-754598,Hg3SeO6,0.4367,30,8.3861,15.3801,144,Trigonal,3
mp-1201424,FeTe3BrO7,1.0909,48,4.7495,18.3711,14,Monoclinic,4
mp-30034,MgBr2,4.4707,3,3.7058,27.4995,164,Trigonal,2
mp-1021505,Ce(P3Os)4,0.283,17,7.9999,15.54,204,Cubic,3
mp-545469,KV(SO4)2,2.1392,48,2.7577,14.1588,148,Trigonal,4
mp-1192393,Sr14(SnAs4)3,0.9128,29,4.7577,29.8701,146,Trigonal,3
mp-10835,RbSm2CuS4,1.04,16,4.8375,24.8006,63,Orthorhombic,4
mp-1191944,S4I2O15,2.3744,21,3.3502,14.6822,1,Triclinic,3
mp-4438,CaSnO3,2.3301,20,5.5204,12.4403,62,Orthorhombic,3
mp-1232280,SmS2,0.5285,12,5.5609,21.3496,14,Monoclinic,2
mp-1112288,Cs2YAgCl6,3.8705,10,3.4941,32.0934,225,Cubic,4
mp-1198625,H7N2F,4.8649,40,1.0758,8.3457,29,Orthorhombic,3
mp-559574,K3Sm(BO3)2,3.5401,48,3.4648,15.3872,62,Orthorhombic,4
mp-1220262,Nd6Cd(GeS7)2,2.0485,23,4.9531,22.9147,143,Trigonal,4
mp-1218554,Sr7Y6OF30,5.0529,44,4.6525,14.0552,146,Trigonal,4
mp-1209357,Rb3Y(PO4)2,4.705,14,3.9299,16.1548,164,Trigonal,4
mp-555318,K2Zn(SiO3)2,3.9235,22,3.0006,14.8801,20,Orthorhombic,4
mp-2714642,Na2Mg5Sn3(SO4)12,1.4839,210,2.8186,14.1087,1,Triclinic,5
mp-550763,CoSb2Br2O3,1.5958,32,4.6528,22.7632,2,Triclinic,4
mp-2038579,CeF3,0.9484,24,6.1438,13.3187,63,Orthorhombic,2
mp-5615,CaAgAs,0.0207,9,5.7608,21.4139,189,Hexagonal,3
mp-1225409,Dy6Mn(SiS7)2,0.9867,23,5.3239,20.8164,143,Trigonal,4
mp-15728,MgAg(PO3)3,3.4943,112,3.1309,13.9822,54,Orthorhombic,4
mp-758840,KB6P(H2O7)2,6.1481,104,2.0829,11.1291,130,Tetragonal,5
mp-28634,KI3F16,4.239,160,3.4545,17.3956,14,Monoclinic,3
mp-31266,YPS4,2.1535,48,3.0001,22.8903,142,Tetragonal,3
mp-990238,Au(OF3)2,0.1855,9,4.8294,13.1023,2,Triclinic,3
mp-1207680,YGeBiO5,3.448,64,6.3997,14.6121,61,Orthorhombic,4
mp-4393,Cs4U5O17,1.5682,104,6.345,20.0687,60,Orthorhombic,3
mp-1209567,Rb2SbF5,3.5734,32,3.7556,21.4268,62,Orthorhombic,3
mp-567182,NaW6CCl18,0.1048,52,4.3871,25.8574,176,Hexagonal,4
mp-607953,FeSeBr7,0.0864,18,3.6077,35.4996,7,Monoclinic,3
mp-555741,RbAu(SO4)2,1.7149,12,4.1317,15.8939,2,Triclinic,4
mp-555825,Na4Sc2Si4O13,4.8179,92,3.0969,11.7078,33,Orthorhombic,4
mp-1208801,Tb2(SO4)3,5.7864,68,3.6256,16.3276,60,Orthorhombic,3
mp-755340,Tb2SeO2,2.1407,5,8.1443,17.4859,164,Trigonal,3
mp-28129,Ba(SbS2)2,1.5472,56,4.393,27.4918,14,Monoclinic,3
mp-1194941,Hg4BiSe2Cl5,2.105,48,5.8921,31.6236,14,Monoclinic,4
mp-15216,K2TaAgS4,2.4916,16,3.5143,29.2524,70,Orthorhombic,4
mp-26003,LiFe(PO3)3,3.9487,56,2.7849,12.7645,2,Triclinic,4
mp-28556,Na3CuO3,0.774,84,3.4331,12.473,64,Orthorhombic,3
mp-28766,K2TiS3,1.1215,12,2.3078,26.6536,15,Monoclinic,3
mp-1221101,NaBiSe2,1.0923,4,6.0243,26.8672,166,Trigonal,3
mp-19254,FeSO4,2.7173,24,3.5926,11.7021,62,Orthorhombic,3
mp-1227993,BaGa2SiS6,3.0907,10,3.5465,23.2819,1,Triclinic,4
mp-625403,Nd(HO)3,3.5877,14,4.6815,9.8943,11,Monoclinic,3
mp-1224755,Fe2AsO4F,1.9064,32,4.3263,12.9353,9,Monoclinic,4
mp-554952,Te2Pb3(ClO3)2,2.5594,26,6.7148,19.854,12,Monoclinic,4
mp-1182298,BaNaSc(BO3)2,3.8128,22,3.8011,12.8234,148,Trigonal,5
mp-1194952,Ba2In2Si3SO10,2.892,72,4.6203,15.5862,29,Orthorhombic,5
mp-1193140,Cs2S5,1.8662,28,3.0461,33.1859,19,Orthorhombic,2
mp-1173753,Na2Ga2Se3,1.3627,14,4.1582,24.092,12,Monoclinic,3
mp-1078725,Ba2UZnO6,1.7863,10,7.2906,15.3534,225,Cubic,4
mp-19314,Mn4Be3Si3SO12,3.3366,46,3.1253,12.8236,218,Cubic,5
mp-27899,Cd3AsCl3,1.4485,28,4.4753,27.4848,62,Orthorhombic,3
mp-680182,Bi9Ir2I3,0.5545,112,9.1037,34.4736,62,Orthorhombic,3
mp-7427,Ba(ZnAs)2,0.2974,20,5.9426,23.3598,62,Orthorhombic,3
mp-1227593,Ca2Al2Si(HO4)2,4.731,30,2.8303,11.4296,121,Tetragonal,5
mp-1219343,ScCuSe2,0.6646,8,5.3126,20.8187,12,Monoclinic,3
mp-561514,NaSrB5O9,5.4486,64,2.8274,11.3297,14,Monoclinic,4
mp-15515,BaNaAlF6,7.1482,72,3.8082,14.5971,33,Orthorhombic,4
mp-1221038,NaNi2H3(SO5)2,3.5968,18,3.3472,10.1292,8,Monoclinic,5
mp-9702,Sr3BPO3,2.0101,16,3.7542,19.4973,194,Hexagonal,4
mp-1227481,Ca2NdRuO6,0.4993,20,5.21,13.4329,7,Monoclinic,4
mp-752467,NbO2F,2.2079,8,4.0739,14.6639,9,Monoclinic,3
mp-558558,Ca3WCl2O5,3.9325,44,3.9433,17.4176,62,Orthorhombic,4
mp-17220,Rb3TaS4,2.8993,32,3.5928,32.6769,62,Orthorhombic,3
mp-6396,Li3V2(PO4)3,1.8719,80,2.8905,11.7085,14,Monoclinic,4
mp-2422143,Pd(Se3Br)2,1.094,9,4.1235,33.1106,2,Triclinic,3
mp-542289,HgNO3,2.5687,40,5.7012,15.2967,4,Monoclinic,3
mp-607298,Cs2Pd(ICl2)2,0.9218,9,4.0011,35.408,139,Tetragonal,4
mp-695843,SbH7(Br2O)3,1.033,68,3.3775,18.9785,14,Monoclinic,4
mp-542976,SrFe2(PO4)2,3.8426,52,3.8722,12.8403,14,Monoclinic,4
mp-3790,SrNb8O14,0.2536,46,6.0516,12.5848,55,Orthorhombic,3
mp-540962,KLa(PO3)4,4.8558,36,3.1251,14.5795,4,Monoclinic,4
mp-554790,Na4Ni5(P3O11)2,3.4051,74,3.5067,11.8159,14,Monoclinic,4
mp-981547,PrH3,0.1572,4,5.7917,10.3166,139,Tetragonal,2
mp-555116,K2NaMnO4,1.8125,32,2.7728,16.478,70,Orthorhombic,4
mp-552098,Bi2SeO2,0.3687,5,9.4704,18.5481,139,Tetragonal,3
mp-1190145,Na2In2GeS6,2.1907,22,3.0852,26.4541,9,Monoclinic,4
mp-9625,LiMgPO4,5.4297,28,2.8884,10.3661,62,Orthorhombic,4
mp-555085,KAu(NO3)4,2.0087,36,2.8278,15.7922,14,Monoclinic,4
mp-1204865,K2CeH2S3O13,1.0173,84,2.9531,14.0447,5,Monoclinic,5
mp-1019554,BaNaB5O9,5.1816,64,3.0689,12.119,14,Monoclinic,4
mp-15797,LiErSe2,1.6151,4,6.1269,22.5031,166,Trigonal,3
mp-561620,Ag3AsS3,1.6278,28,5.3939,21.7575,15,Monoclinic,3
mp-28431,Sb(IF3)2,0.5754,18,4.4288,20.3952,2,Triclinic,3
mp-23583,Cs4BiSbCl12,0.3154,36,3.3396,35.5737,141,Tetragonal,4
mp-570844,Ga3Os,0.677,16,9.2806,17.8656,136,Tetragonal,2
mp-22993,AgClO4,2.3558,6,4.2298,13.565,121,Tetragonal,3
mp-505721,Rb3VS4,1.7482,32,2.9319,30.8394,62,Orthorhombic,3
mp-1205185,Rb3Sc2(AsO4)3,3.8122,320,3.9846,15.9002,205,Cubic,4
mp-1214461,Ba4Li(BiO4)3,0.5661,20,7.0869,16.111,229,Cubic,4
mp-554600,Cr(PO3)3,3.3621,52,2.5239,14.6215,14,Monoclinic,3
mp-1196943,La2Zn(SeO)2,2.4958,56,5.9088,21.4039,64,Orthorhombic,4
mp-1203152,Lu20Os5I24,0.0163,49,6.6854,37.9986,2,Triclinic,3
mp-768144,Na2SbPCO7,4.019,24,3.0616,14.5865,11,Monoclinic,5
mp-620609,Ba15(ZrSe3)14,0.2641,142,5.2108,29.8623,167,Trigonal,3
mp-17189,K3Ce(PO4)2,0.0495,28,3.5567,14.9185,11,Monoclinic,4
mp-555195,BaMo2P3O14,1.8697,40,3.9597,13.5477,9,Monoclinic,4
mp-15998,RbV(CuS2)2,1.1081,16,3.4511,23.5629,40,Orthorhombic,4
mp-570340,AgAuCl4,0.8406,12,4.7987,25.7595,15,Monoclinic,3
mp-1196108,Ba3Ga3P5,1.2456,66,4.2443,27.6011,167,Trigonal,3
mp-567628,Rb2LiDyBr6,4.1439,10,4.0005,34.0283,225,Cubic,4
mp-561173,Y3CuSiS7,1.7372,24,3.9746,20.2907,173,Hexagonal,4
mp-1192709,Cs3Ho2Br9,3.9708,28,4.5444,37.7856,167,Trigonal,3
mp-4066,KGaO2,3.0499,64,3.8699,15.1063,61,Orthorhombic,3
mp-983460,Li2PmGa,0.1635,4,5.0735,18.7052,225,Cubic,3
mp-10336,BaYCuTe3,0.5314,12,5.859,31.7699,63,Orthorhombic,4
mp-2767174,PW6Cl17,0.4337,24,4.9811,24.1236,8,Monoclinic,3
mp-1211628,KEr(CO3)2,4.4873,20,4.137,13.1003,15,Monoclinic,4
mp-1228096,K4Cu4Sn7,0.7236,180,4.3906,31.3039,111,Tetragonal,3
mp-6017,Na3In(PO4)2,3.2677,28,3.8015,11.6605,12,Monoclinic,4
mp-1182406,CrHSe3O8,3.0003,52,3.6172,14.7565,14,Monoclinic,4
mp-557997,CaSeO3,4.2602,20,3.9034,14.2116,14,Monoclinic,3
mp-9764,Rb2NbAgSe4,1.7584,16,4.1418,34.4565,70,Orthorhombic,4
mp-555252,Rb2Ti(GeO3)3,3.0665,90,4.1832,15.3679,165,Trigonal,4
mp-559182,P2IrClF6,1.0451,80,3.6354,18.4355,14,Monoclinic,4
mp-1209524,Rb2NdCl5,4.796,32,3.3814,30.2286,62,Orthorhombic,3
mp-8399,CsCdF3,3.2859,5,5.5576,18.0652,221,Cubic,3
mp-15954,As2Rh,0.2625,12,8.0095,17.4667,14,Monoclinic,2
mp-1221500,MnZnSe2,0.2439,4,4.7719,24.2082,160,Trigonal,3
mp-1020705,Rb2Li3B(P2O7)2,5.5554,96,2.9202,13.0423,64,Orthorhombic,5
mp-1216909,TiNbTlO5,2.4489,32,5.8687,15.0371,62,Orthorhombic,4
mp-30957,Pr(PO3)3,5.4848,26,3.5422,13.6247,20,Orthorhombic,3
mp-560189,NaLi2BO3,4.1479,56,2.2468,10.1021,14,Monoclinic,4
mp-1192509,Cs2Th(AsO4)2,3.6164,26,4.9522,20.0075,141,Tetragonal,4
mp-2015886,CaUI6,0.9085,16,4.9247,43.8146,15,Monoclinic,3
mp-22869,ClO3,1.2103,16,2.4341,14.2323,9,Monoclinic,2
mp-1213885,Ce2(Al3Ir)3,0.0205,28,7.7714,16.7844,63,Orthorhombic,3
mp-758349,KFeP4(H2O7)2,3.0795,96,2.5114,12.3111,2,Triclinic,5
mp-652046,Re3S4Br,1.6485,32,6.6498,23.9345,14,Monoclinic,3
mp-561434,Rb2Sn2Hg3S8,1.7695,30,4.4085,31.8068,14,Monoclinic,4
mp-556592,TlBi(PS3)2,2.0312,20,4.3066,25.7453,4,Monoclinic,4
mp-1211639,LiCa11Sb9,0.7257,84,4.143,29.462,136,Tetragonal,3
mp-725932,TiMnCr(PO4)3,2.3009,36,3.2118,12.6299,161,Trigonal,5
mp-1192812,CsSmGeSe4,1.6665,28,4.7638,33.4504,19,Orthorhombic,4
mp-1216023,Zn3Ni4(SbO6)2,1.1224,42,5.9861,11.4462,15,Monoclinic,4
mp-1251643,Ca2AlVO5,1.6104,36,3.5412,12.4042,46,Orthorhombic,4
mp-1196688,Te3As2O11,3.0787,32,4.8994,15.0111,2,Triclinic,3
mp-541487,TlPt2Se3,0.462,12,9.5087,24.1992,164,Trigonal,3
mp-1209518,Rb2SmBr5,4.0326,32,4.3275,34.5737,62,Orthorhombic,3
mp-22607,Zn(InSe2)2,0.9929,7,5.2888,27.4001,82,Tetragonal,3
mp-553981,RbMnF4,2.3279,24,3.9486,15.1675,14,Monoclinic,3
mp-540942,KDy2Cl7,4.6729,40,3.6514,27.8443,14,Monoclinic,3
mp-977417,NdB2HF10,7.7826,28,3.4938,12.1147,11,Monoclinic,4
mp-1110563,Cs2NaDyCl6,4.9885,10,3.392,32.5072,225,Cubic,4
mp-6942,Ho2CdS4,1.1172,14,5.3927,25.0971,227,Cubic,3
mp-14364,Cs2LiAsO4,3.7302,16,4.3049,19.8495,36,Orthorhombic,4
mp-559969,CaLaGaO4,3.4555,28,4.6934,15.8052,62,Orthorhombic,4
mp-706342,Na2Ca17V2(PO4)14,1.9593,182,3.0411,12.9537,1,Triclinic,5
mp-17926,Zr3Ni3Sb4,0.4342,20,8.2772,18.7935,220,Cubic,3
mp-1104423,Ba2YAg5S6,1.3658,14,5.4409,23.8769,12,Monoclinic,4
mp-1288145,LaCoO3,0.9497,10,6.9147,11.8073,148,Trigonal,3
mp-14058,KMg(PO3)3,4.9518,28,2.5693,13.8638,188,Hexagonal,4
mp-1189464,ZrTl2PbSe4,0.699,16,7.2122,29.443,15,Monoclinic,4
mp-25305,Y2Ti2S2O5,0.7881,11,4.1689,15.124,139,Tetragonal,4
mp-561549,K2Be2(Si2O5)3,4.83,50,2.5258,13.2731,36,Orthorhombic,4
mp-1210574,Lu5(ReO6)2,0.0238,19,10.2354,12.2892,12,Monoclinic,3
mp-31352,Er2(SeO3)3,3.9485,28,5.7388,14.7857,2,Triclinic,3
mp-1210010,NdIn2Cl5,2.8061,32,3.9903,28.6697,62,Orthorhombic,3
mp-557665,K3Sn5Cl3F10,3.2314,42,3.9474,20.1759,63,Orthorhombic,4
mp-21100,CrBPbO4,2.3248,28,6.3205,12.5358,62,Orthorhombic,4
mp-1020641,Rb2Ca2(SiO3)3,4.1335,32,2.9815,16.6857,7,Monoclinic,4
mp-1195294,K14ZnGe16,0.8916,62,2.825,33.6569,31,Orthorhombic,3
mp-752676,TiBi2O5,2.736,16,7.4271,15.2544,36,Orthorhombic,3
mp-559093,Tl2BiP2S7,2.1415,48,4.5139,27.7176,15,Monoclinic,4
mp-28136,Hg2IO,0.9192,16,8.5595,26.3879,15,Monoclinic,3
mp-18460,K2Si6GeO15,4.3997,48,2.7779,13.9313,9,Monoclinic,4
mp-1213767,CeZr2F11,0.3153,28,3.908,16.1327,72,Orthorhombic,3
mp-559610,Rb2NaAl2(PO4)3,4.8158,80,3.0087,14.7028,14,Monoclinic,5
mp-1191513,Na3Sc(BO3)2,3.6398,24,2.8002,11.4424,14,Monoclinic,4
mp-11773,Nd3GaO6,3.6505,20,6.6616,14.9174,36,Orthorhombic,3
mp-1195691,GdBe2B5O11,0.3102,76,3.5233,10.0541,33,Orthorhombic,4
mp-1198890,K(B7H6)3,4.3822,80,1.2536,9.4138,5,Monoclinic,3
mp-1205448,FeP2(H4O5)2,4.3922,42,2.3932,9.4446,14,Monoclinic,4
mp-31096,Li3AlH6,3.5929,20,1.0425,8.5778,148,Trigonal,3
mp-1191502,VIn(SeO4)2,2.1645,24,4.1822,14.9447,6,Monoclinic,4
mp-554572,K3NbP2O9,2.8105,60,2.9283,15.7318,14,Monoclinic,4
mp-643047,Ba3(H6Ir)2,3.1535,17,5.7386,13.762,164,Trigonal,3
mp-998758,TlHgF3,2.3394,40,8.5716,17.899,55,Orthorhombic,3
mp-5403,Rb2TiO3,3.864,24,3.6958,19.9791,64,Orthorhombic,3
mp-543024,Cs2Pd(IBr2)2,0.7236,9,4.545,38.389,139,Tetragonal,4
mp-15999,Li3AuS2,2.0985,12,4.6016,16.9558,72,Orthorhombic,3
mp-768211,Cs3HoO3,2.3008,28,5.4521,26.6127,14,Monoclinic,3
mp-1212091,HoAsSe,0.2103,12,7.9866,22.0953,62,Orthorhombic,3
mp-559923,Nb(PS4)2,1.2678,44,2.209,28.1128,64,Orthorhombic,3
mp-16055,KLi3Zr2(Si2O5)6,5.1673,96,2.6532,13.8129,192,Hexagonal,5
mp-1205713,Ba2YUO6,0.8652,10,6.7454,17.1726,225,Cubic,4
mp-644222,CdHClO,2.4655,8,4.3499,15.7346,186,Hexagonal,4
mp-1079891,Ba2Br2O,3.2683,10,4.6213,32.3721,72,Orthorhombic,3
mp-1228418,Ba3Tb2WO9,2.3808,30,7.2237,16.2087,2,Triclinic,4
mp-690785,Na2H6Pt,3.6156,9,4.2918,10.6234,225,Cubic,3
mp-558121,K4Ba(VS4)2,1.5514,30,2.5454,28.3617,72,Orthorhombic,4
mp-31419,LaSb5O12,3.1365,18,6.1491,14.0978,166,Trigonal,3
mp-975646,PrZnSbO,0.1208,8,6.6695,21.4167,129,Tetragonal,4
mp-1226936,Cd4MoW3O16,2.7918,24,7.1012,13.1837,5,Monoclinic,4
mp-1200557,CsV(NO4)2,1.7603,48,2.6806,17.5439,19,Orthorhombic,4
mp-18494,Nd2MoO6,2.6647,36,6.0555,14.638,142,Tetragonal,3
mp-1223396,KNbWO6,3.0355,18,4.672,16.2644,46,Orthorhombic,4
mp-1210608,MgMnSiO4,3.131,28,3.5433,11.4699,62,Orthorhombic,4
mp-753940,KLiMnS2,0.6362,5,2.4995,21.9373,119,Tetragonal,4
mp-1195032,BiTeNO6,2.8005,36,5.9342,13.8851,14,Monoclinic,4
mp-561392,TcSO6F,2.721,36,2.9019,15.581,14,Monoclinic,4
mp-559807,Sb2BrF17,0.1523,80,3.34,16.0682,14,Monoclinic,3
mp-1105235,BH(PbO2)2,3.0854,16,6.1868,16.4469,12,Monoclinic,4
mp-3647,LiGaS2,2.9608,16,2.9238,19.9908,33,Orthorhombic,3
mp-697657,CaP4(HO6)2,5.6369,38,2.4437,12.8029,14,Monoclinic,4
mp-542550,Cs2Si2Se5,2.5154,36,3.6404,36.3284,15,Monoclinic,3
mp-6621,Ba2ErRuO6,0.0716,10,7.136,14.8689,225,Cubic,4
mp-757218,K4Na2H18Pd(IO10)2,1.7586,47,2.8338,11.23,2,Triclinic,6
mp-1266,Na2Se,2.0153,3,2.6869,25.7379,225,Cubic,2
mp-1218058,SrPrMgRuO6,0.3557,20,5.9271,12.6044,7,Monoclinic,5
mp-989571,Cs2NaInCl6,2.9904,10,3.2907,31.1009,225,Cubic,4
mp-1103735,Rb3Lu(PO4)2,4.6991,14,4.6912,15.7089,164,Trigonal,4
mp-556172,SiPb4(BrO)4,3.1459,52,6.3374,25.0029,14,Monoclinic,4
mp-551250,ErBi2IO4,1.375,8,8.5788,18.7786,123,Tetragonal,4
mp-1196112,ZnSb3XeF23,1.6604,112,3.515,16.8543,14,Monoclinic,4
mp-1214008,Ca4NdB3O10,4.3686,18,3.5019,13.0922,8,Monoclinic,4
mp-1047495,Ca3Mn3(AsO4)4,2.0539,52,3.6415,14.7452,14,Monoclinic,4
mp-558706,RbGa3S5,2.8639,36,3.2671,25.6935,14,Monoclinic,3
mp-224,WS2,1.2557,6,7.2264,18.9934,194,Hexagonal,2
mp-1202202,NaAu(IO3)4,1.9991,36,5.6913,14.9056,14,Monoclinic,4
mp-1190761,NaGaCl4,4.2848,24,2.5071,25.889,19,Orthorhombic,3
mp-1602,SiS2,3.1072,6,1.955,26.1086,72,Orthorhombic,2
mp-1185537,Cs2HgTe,1.8046,4,5.3916,45.7358,225,Cubic,3
mp-555182,Na2Be2(SiO3)3,4.8522,64,2.5002,12.1313,62,Orthorhombic,4
mp-1213931,CeMg(BO2)5,0.29,68,3.8835,9.5194,14,Monoclinic,4
mp-556645,RbNbAsClO5,3.1146,18,3.3738,20.1659,129,Tetragonal,5
mp-9259,Ba2Mg(BO3)2,4.5324,11,5.0086,12.5554,166,Trigonal,4
mp-753560,LiVPHO5,1.8043,36,3.0603,10.2409,2,Triclinic,5
mp-776555,NaV3P2O13,2.1674,76,2.8303,13.7644,33,Orthorhombic,4
mp-1196286,Rb3Ni2(NO3)7,2.9288,132,2.9546,13.7577,62,Orthorhombic,4
mp-1205840,Cs2TcCl6,1.2924,9,3.439,30.931,225,Cubic,3
mp-989529,KRb2InCl6,3.5425,10,2.6376,33.8441,225,Cubic,4
mp-645695,La3LuSe6,0.4845,40,6.4693,27.3477,58,Orthorhombic,3
mp-2706,SnF4,3.115,5,5.0039,12.9224,139,Tetragonal,2
mp-1072114,HoOF,5.0894,6,8.6335,12.8179,166,Trigonal,3
mp-1194719,CsNa2Fe3P4ClO14,3.3634,50,3.5226,13.7602,15,Monoclinic,6
mp-989549,Cs2PbClF6,0.099,10,4.1979,24.6223,225,Cubic,4
mp-9250,RbLiSe,2.3089,6,3.5783,26.5081,129,Tetragonal,3
mp-549709,ErBi2ClO4,1.3769,8,8.6162,16.494,123,Tetragonal,4
mp-554147,Rb2Nb2P2S11,1.1191,34,2.6905,28.0065,11,Monoclinic,4
mp-3536,MgAl2O4,5.1095,14,3.5821,9.4213,227,Cubic,3
mp-1220007,Pr2Si2PbS8,2.4126,26,4.1315,24.7865,9,Monoclinic,4
mp-13002,K2SiF6,7.1895,18,2.9807,13.6347,186,Hexagonal,3
mp-9198,Fe(SiP)4,1.0233,9,3.3966,15.8658,1,Triclinic,3
mp-569842,Ba3SiI2,0.2502,24,4.2693,44.9798,70,Orthorhombic,3
mp-1205686,Ba2PrTaO6,3.4861,10,7.1227,16.1447,12,Monoclinic,4
mp-11694,Cs2Pd3Se4,0.9867,9,5.609,29.6346,69,Orthorhombic,3
mp-6623,Rb2Cd2(SO4)3,3.7976,76,3.8195,15.6499,198,Cubic,4
mp-28085,KAs2F7,4.7762,40,3.406,15.6952,14,Monoclinic,3
mp-1214916,Ba3InIr2O9,0.0164,30,7.8478,14.8853,194,Hexagonal,4
mp-8683,K5As2Au,0.3394,16,3.2885,34.2293,194,Hexagonal,3
mp-1080135,SrZnAsF,0.6936,8,5.1804,19.7893,129,Tetragonal,4
mp-27317,SbAsF8,3.8741,20,3.8152,15.1755,11,Monoclinic,3
mp-23476,Cd7(P2Cl3)2,1.8004,68,4.3149,25.4332,205,Cubic,3
mp-554548,BaMo2Se2O11,2.5898,32,4.2066,16.3603,36,Orthorhombic,4
mp-504552,Nb2CoO6,1.7676,36,5.6024,11.2218,60,Orthorhombic,3
mp-29215,Te4P2O13,3.1539,76,4.9091,13.8923,14,Monoclinic,3
mp-1222843,LaTb3(Mo2O7)2,0.2778,22,6.9569,13.2736,166,Trigonal,4
mp-1201988,MgTl2H12(SO7)2,4.6787,62,3.656,10.7438,14,Monoclinic,5
mp-1195624,Ba3Sb2S7,1.9022,48,4.0097,30.3682,15,Monoclinic,3
mp-1205643,Ba2CePaO6,0.0162,10,6.6633,18.4863,225,Cubic,4
mp-24250,Mn2H2SO6,2.7417,22,3.7458,9.6702,15,Monoclinic,4
mp-20463,CaPbF6,3.4559,8,3.7283,20.1132,225,Cubic,3
mp-1111145,K3CoF6,2.8984,10,3.0805,15.6439,225,Cubic,3
mp-4829,Na2ThF6,6.4738,9,5.6169,12.8767,150,Trigonal,3
mp-8376,MgAlBO4,6.0077,28,3.3475,8.9357,62,Orthorhombic,4
mp-572794,ReP(Cl2O)3,1.8095,44,2.6667,27.0534,14,Monoclinic,4
mp-1189721,Er6CoBr10,0.0176,17,6.0124,30.2427,2,Triclinic,3
mp-1173352,PmPaO4,2.7807,12,9.0641,13.4356,141,Tetragonal,3
mp-1192733,CsP(HO)2,5.1543,24,2.9559,18.5285,62,Orthorhombic,4
mp-28355,Na4Ge2Se5,1.6797,22,3.8084,25.0531,2,Triclinic,3
mp-23061,VClO,1.674,6,3.3396,16.9712,59,Orthorhombic,3
mp-28851,Na4Cd3Se5,1.0243,48,4.4956,25.3631,62,Orthorhombic,3
mp-760417,Rb4I2O,0.6163,7,3.5923,40.393,139,Tetragonal,3
mp-17502,SrVPO6,2.4421,36,3.6974,13.2503,14,Monoclinic,4
mp-17439,KSm(PO3)4,5.2969,36,3.2773,14.2248,15,Monoclinic,4
mp-1210003,NaLiHo2F8,7.5674,24,5.5366,12.791,63,Orthorhombic,4
mp-18251,K2MnV2O7,2.41,24,2.6452,18.1533,113,Tetragonal,4
mp-559814,Li5SbS3I2,2.7011,44,3.1033,24.6366,58,Orthorhombic,4
mp-20740,Tl4Te3Pb,0.1037,16,8.7573,33.3616,140,Tetragonal,3
mp-2348641,LiNiO2,0.018,12,4.6355,8.7437,1,Triclinic,3
mp-1198931,CsAg7S4,0.4964,48,6.3439,22.1672,85,Tetragonal,3
mp-14941,Al2Pb3F12,5.266,68,6.6605,13.2507,14,Monoclinic,3
mp-677015,Na3Sm17Si12(O25F)2,4.657,84,5.6764,13.234,143,Trigonal,5
mp-1217830,TaTlWO6,3.2355,18,7.6196,16.1068,46,Orthorhombic,4
mp-703231,CdFe2Sb2(PO4)6,2.8457,35,3.9039,12.6082,148,Trigonal,5
mp-9195,BaCuSeF,1.4265,8,5.9045,21.0101,129,Tetragonal,4
mp-18740,V2Cd2O7,2.5598,11,4.6665,14.1918,12,Monoclinic,3
mp-542043,K4H6C2O9,4.2953,42,2.2382,11.6745,15,Monoclinic,4
mp-553907,Rb3AgO2,1.5162,96,4.2135,26.0283,19,Orthorhombic,3
mp-680539,K11(In2Bi3)3,0.0282,52,5.1381,37.2878,2,Triclinic,3
mp-1201263,CsCa(PO3)3,5.3035,56,2.73,17.8087,62,Orthorhombic,4
mp-1196945,Cd3B4(PbO4)3,2.6549,44,6.2463,14.4289,176,Hexagonal,4
mp-557200,K4Nb11Al2O20F,0.6849,38,5.1234,13.4021,139,Tetragonal,5
mp-1224589,K2Mg3Zn2(Si2O5)6,4.389,98,2.7307,13.6381,5,Monoclinic,5
mp-1202512,PrH12(NO5)3,3.3467,62,2.3705,9.8298,2,Triclinic,4
mp-9749,Sr(BO2)2,4.9456,28,3.3424,12.2953,60,Orthorhombic,3
mp-1209459,RbIn3O5,1.424,36,6.1779,15.2289,62,Orthorhombic,3
mp-1211126,LiSc(WO4)2,3.5658,24,6.3889,11.8599,15,Monoclinic,4
mp-1214020,Ca4YB3O10,4.4498,18,3.1984,12.7387,8,Monoclinic,4
mp-556689,KZrF5,5.5805,42,3.9334,13.5884,2,Triclinic,3
mp-1194730,RbZr2(AsO4)3,4.1924,36,3.6701,17.2099,167,Trigonal,4
mp-1208735,SrAl2H6C2O11,5.1039,88,2.755,9.5246,62,Orthorhombic,5
mp-1201463,K4Mn3P6(HO3)8,3.7533,90,2.6847,12.3579,14,Monoclinic,5
mp-607712,Lu2(CN2)3,4.1826,22,4.7379,14.9752,167,Trigonal,3
mp-3654,RbCaF3,6.3971,5,3.4298,17.6752,221,Cubic,3
mp-14722,NaSrAlF6,6.9766,72,3.4867,13.313,33,Orthorhombic,4
mp-28726,KYF4,6.9712,108,3.355,16.8278,144,Trigonal,3
mp-1029799,Sr4TiN4,1.0129,18,4.5362,18.481,2,Triclinic,3
mp-10623,ThSbRh,0.7438,3,10.0535,25.1445,216,Cubic,3
mp-1213613,CuH2CN2Cl,2.2746,84,2.477,13.5072,33,Orthorhombic,5
